label,natoms,enthalpy,volume,pressure,symmetry,formula,nform
LFSO-Li4Fe3S3O2-201029-000023-768124,24,-430.84644166666664,32.34378516666667,-0.0216,(Cmm2),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201029-000100-9940cf,24,-430.98768333333334,16.646952916666667,-0.0295,(Pc),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201029-000206-7dc66e,12,-431.0360341666667,23.079502916666666,0.008,(Amm2),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201029-000211-5b8416,24,-431.0112791666666,23.37968533333333,-0.0006,(R3),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201029-000227-e0092a,24,-431.02855416666665,23.005070791666668,0.1547,(Pc),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201029-000442-e693a0,12,-431.0841825,16.309281666666667,0.0242,(R3),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201029-000728-e0652f,24,-431.04447916666663,20.382603833333334,0.1576,(P3),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201029-000745-9a8f7e,24,-431.0427583333333,23.191810208333333,0.0144,(C2221),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201029-001050-50dbb8,24,-431.13719583333335,14.973019125,0.0391,(P21/c),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201029-001148-5ff990,12,-430.46477916666663,29.488047249999997,0.1134,(Amm2),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201029-001209-4529ce,24,-431.1284041666667,20.395833458333332,-0.0124,(R3),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201029-001450-938fc2,12,-431.10579,17.526110416666665,-0.1613,(Cm),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201029-001450-bd7752,12,-431.0691366666667,29.89534925,0.0091,(P3),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201029-001606-f8e8ed,12,-431.0457516666667,17.840435833333334,-0.0814,(R3),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201029-001608-2f9383,24,-430.57936249999995,23.65356975,0.3331,(Cm),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201029-001634-b0288d,24,-430.8293208333334,23.479682708333332,0.0646,(P3),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201029-001639-12c29f,24,-431.0338583333333,19.72328895833333,-0.0049,(P3),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201029-001740-177721,12,-431.03314416666666,16.422367416666667,-0.0342,(R3),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201029-002120-6a1a71,12,-431.03567083333337,20.701971,0.0193,(P3),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201029-002120-d6e313,12,-431.16203249999995,20.405104666666666,0.0592,(Cm),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201029-002317-e8ee91,12,-430.9934283333334,24.486000083333334,0.0267,(P3),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201029-002433-12a47a,24,-430.61800073750004,17.532616666666666,0.0439,(C2),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201029-003442-058cf8,12,-430.7735258333333,29.158814083333336,0.1569,(C2),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201029-003654-77c438,12,-431.13508666666667,16.7378055,0.0427,(P-1),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201029-003703-569c33,12,-431.12283583333334,16.006805083333333,0.0402,(P-1),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201029-003703-99e5df,24,-430.9281291666667,20.686704625,0.0028,(P222),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201029-004100-352526,24,-431.0823291666666,18.814014,0.03,(R3),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201029-004421-7c21d6,24,-431.1058041666667,18.408010875,1.302,(P2/c),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201029-004458-862c04,12,-431.04992583333336,17.478012666666668,0.0534,(P3),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201029-004601-c2b96a,24,-430.87645,23.02847229166667,-0.0215,(I4),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201029-004658-4e70e3,24,-431.0176083333333,19.3776205,0.0129,(R3),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201029-004911-2c0a2f,12,-430.91922,22.473275416666667,0.0132,(R3),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201029-005152-7b9d36,12,-431.0603908333333,17.721669583333334,0.0377,(R3),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201029-005907-9f2e1c,24,-431.02422083333335,23.77128175,0.1406,(P3),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201029-010150-c5e4b5,24,-431.07138749999996,23.980826124999997,0.01,(R3),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201029-010400-76f224,12,-430.98565,19.96378975,0.0441,(P3),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201029-010657-b56d1b,12,-431.185625,17.426223,0.0146,(P-1),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201029-010714-992bb9,24,-431.14645,16.217955874999998,0.1403,(P21/c),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201029-011154-f3178b,24,-431.02889166666665,19.316883458333333,1.0535,(R3),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201029-011725-c9e100,24,-431.1340875,18.870410625,-0.0153,(P-1),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201029-011949-2334b6,24,-431.03847083333335,21.994935124999998,0.0883,(I41),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201029-012144-f4b127,12,-430.9011983333333,20.60738758333333,0.0182,(P3),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201029-012408-987b6c,24,-430.37125833333334,22.326122416666667,0.0219,(Cmm2),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201029-012555-afe2b8,12,-431.15682583333336,20.112009333333333,0.0024,(P-1),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201029-012743-ad5418,12,-431.0331516666667,22.937097583333337,0.0033,(R3),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201029-013424-694032,24,-431.07832916666666,22.941560083333332,-0.1859,(Cc),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201029-013549-3b67ce,12,-431.03692500000005,18.93900375,-0.0143,(Cmm2),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201029-013641-4c919f,12,-430.97512750000004,17.01370575,-0.0444,(R3),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201029-014241-f18d30,12,-430.95985833333333,20.189010333333332,0.1079,(C2),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201029-014320-12f48a,12,-430.6600441666667,17.210818916666668,0.0134,(P222),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201029-014457-6aa861,24,-430.9948416666667,19.535308583333332,0.0162,(I-4),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201029-015123-b89639,12,-431.0991325,18.8122215,-0.0287,(P-1),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201029-015939-2571db,12,-430.89321333333334,15.899700000000001,0.0251,(P2/m),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201029-020100-3a79c2,12,-431.00907333333333,21.16436075,0.0224,(P3),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201029-020453-881a3c,24,-430.95018333333337,26.93418158333333,0.0568,(R3),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201029-020559-05c553,12,-430.8407133333333,19.435113083333334,0.0012,(Cm),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201029-020704-d1bc06,24,-430.98724999999996,16.69367075,-0.0448,(I41),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201029-020910-a6009d,24,-431.0474458333333,20.585790375,-0.068,(Pc),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201029-021044-ee4de6,12,-430.82783333333333,20.152487166666667,0.0296,(P4mm),Fe3Li4O2S3,1
